variant_label,sub_test_json,pair_group,left_scale,right_scale,item_id,item_text,left_anchor,right_anchor,left_choice_score,right_choice_score,score_maps_equal,suggested_direct_scale,suggested_reverse_scale,review_status
adult,"{""age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [18, 0, 0], ""end_exclusive"": [99, 99, 99]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense2,Calm2,167,,기분이 좋은,긴장한,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6"", ""7"": ""7""}","{""1"": ""7"", ""2"": ""6"", ""3"": ""5"", ""4"": ""4"", ""5"": ""3"", ""6"": ""2"", ""7"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E1,I1,1,"나는 처음 만난 사람들과 있게 되면,",말을 많이 하는 편이다.,말을 적게 하는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E1,I1,6,나는 다른 사람보다 말을,적게 한다.,많이 한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E1,I1,44,,겉으로 표현하는,속으로 생각하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E1,I1,49,,말이 많은,말이 적은,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S1,N1,2,내가 더 활용하는 것은,상식이다.,상상력이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S1,N1,7,내가 좋아하는 과제는,아이디어를 만드는 것이다.,실제적인 사실을 다루는 것이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S1,N1,45,,상상력이 많은,현실적인,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S1,N1,50,,상상력을 발휘하는,상식을 활용하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T1,F1,3,"나는 상대방이 어려운 상황에 처하면,",먼저 그 이유가 알고 싶다.,먼저 그 어려움에 공감한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T1,F1,8,나는 슬픈 영화를 볼 때,울지 않는 편이다.,우는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T1,F1,46,,논리적인,감성적인,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T1,F1,51,,감정이 풍부한,감정적이지 않은,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E2,I2,26,"나는 모임에서,",주로 대화를 주도한다.,다른 사람이 말 걸어 주기를 기다린다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E2,I2,30,나는 새로운 친구를 사귀기가,쉽다.,어렵다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E2,I2,59,,활동적인,조용한,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E2,I2,63,,대담한,수줍어하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S2,N2,12,내가 원하는 것은,실용적이고 쓸모 있는 것이다.,독특하고 창의적인 것이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S2,N2,17,내가 하고 싶은 과제는,실제로 도움이 되는 것이다.,창의적인 것이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S2,N2,55,,유용한 방법,새로운 방법,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S2,N2,60,,효과적인 아이디어,참신한 아이디어,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T2,F2,36,나는 먼저,원칙을 따른다.,다른 사람의 입장을 생각한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T2,F2,39,나는,사람을 사실 그대로 대하려고 한다.,사람의 생각과 감정을 이해하려고 한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T2,F2,69,,규칙이 지켜지는 사회,서로 배려하는 사회,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T2,F2,71,,독립적인,함께하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E3,I3,11,내가 좋아하는 것은,가족이나 친구랑 있는 것이다.,혼자 있는 것이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E3,I3,16,나는 많은 사람과 같이 있는 상황을,좋아한다.,피하게 된다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E3,I3,21,"나는 시간이 나면,",혼자 시간을 보낸다.,사람들을 만난다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E3,I3,54,,많은 친구,소수의 친한 친구,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S3,N3,22,나는,대부분의 사람들이 하는 방식을 좋아한다.,나만의 독특한 방식을 좋아한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S3,N3,27,내가 좋아하는 디자인은,일반적이고 평범한 것이다.,새롭고 독특한 것이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S3,N3,64,,해왔던 방식,새로운 방식,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S3,N3,68,,새로운 방법을 찾는,기존의 방법을 적용하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T3,F3,13,내가 주로 의존하는 것은,논리와 근거이다.,감정과 기분이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T3,F3,18,나는 친구가 시험을 망치면,위로하고 격려해 준다.,다음에 어떻게 더 잘 볼지 알려준다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T3,F3,23,나는,논리적인 사람이다.,따뜻한 사람이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T3,F3,56,,다정한,냉정한,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E4,I4,34,나는,다양한 활동에 참여하는 것을 좋아한다.,조용히 생각하는 것을 좋아한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E4,I4,38,"나는 많은 사람들과 같이 있을 때,",즐겁다.,불편하다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E4,I4,41,내가 좋아하는 과제는,집중해서 혼자 하는 과제이다.,친구들과 의논하며 하는 과제이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",E/I,E4,I4,67,,활동이 많은,생각이 많은,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S4,N4,31,나는,안정적이고 익숙한 일을 좋아한다.,도전적이고 새로운 일을 좋아한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S4,N4,35,나는,많은 사람이 인정하는 일반적인 방식이 좋다.,인정받지 못해도 새로운 방식이 좋다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S4,N4,70,,안정적인,변화하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",S/N,S4,N4,72,,변화를 싫어하는,변화를 좋아하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T4,F4,28,"나는 다른 사람의 이야기를 들을 때,",상대방의 단점을 잘 찾는다.,상대방의 장점을 잘 찾는다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T4,F4,32,내가 좋아하는 사람은,능력 있고 이성적인 사람이다.,동정심이 많고 따뜻한 사람이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T4,F4,61,,경쟁하는,보살피는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",T/F,T4,F4,65,,양보하는,양보하지 않는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z1,A1,4,"나는 계획을 세울 때,",세세한 부분까지 미리 생각해 둔다.,예상치 못한 상황이 발생하면 그때그때 처리한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z1,A1,9,나는 일을 할 때,계획에 따라 하는 것이 좋다.,상황에 따라 하는 것이 좋다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z1,A1,14,나는 여행하려고 짐을 챙길때,챙길 물건의 목록을 만든다.,그냥 짐을 싸기 시작한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
